[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
but,but,1,13,11,16,4,10,11,4,6666,"[3, 9]",but,bu^5t,but,NNP,"[""neutral"", 0.0]",51,"[1, 1]","[1, 0]",u,5,1,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
but,but,1,13,11,16,4,10,11,4,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but,but,1,13,11,16,4,10,11,4,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but,but,1,13,11,16,4,10,11,4,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
tiny || surprise,tini || surpris,2,1,"[1, 0]","[1, 0]","[1, 0]","[3, 0]",,,6666,"[3, 9]",tiny,tin^3y^2,tini,JJ,"[""neutral"", 0.0]",49,"[0, 0]","[0, 0]",n,3,2,"[0, 0]",11,"[0, 0]","[0, 0]","{""tin^3y^2"": 1, ""tiny"": 2}",3,,,,,,,,,,
realy || liked,reali || like,2,1,"[2, 0]","[4, 0]","[1, 0]","[3, 0]",,,7777,[19],realy,real^3y,reali,RB,"[""positive"", 0.27]",66,"[0, 12]","[0, 11]",l,3,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
realy || liked,reali || like,2,1,"[2, 0]","[4, 0]","[1, 0]","[3, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",67,"[0, 13]","[0, 11]",e,5,1,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
realy || liked,reali || like,2,1,"[2, 0]","[4, 0]","[1, 0]","[3, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",68,"[0, 13]","[0, 11]",l,4,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
realy || liked,reali || like,2,1,"[2, 0]","[4, 0]","[1, 0]","[3, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",69,"[0, 13]","[0, 11]",y,3,4,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
what || do || you || think || about || it,what || do || you || think || about || it,6,1,"[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
:p || =) || 😀 || 🌈 || 😀,:p || =) || 😀 || 🌈 || 😀,5,1,"[0, 1, 1, 1, ""IGNOR""]","[0, 1, 1, 1, ""IGNOR""]",,,,,7777,[19],=),=)^10,=),EMOASC,"[""positive"", 0.27]",70,"[0, 17]","[0, 15]",),10,1,,,,,,,i,"[""PRP"", null, ""i""]",realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]"
:p || =) || 😀 || 🌈 || 😀,:p || =) || 😀 || 🌈 || 😀,5,1,"[0, 1, 1, 1, ""IGNOR""]","[0, 1, 1, 1, ""IGNOR""]",,,,,7777,[19],😀,😀^5,😀,EMOIMG,"[""positive"", 0.27]",71,"[0, 18]","[0, 16]",😀,5,0,,,,,,,realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]"
:p || =) || 😀 || 🌈 || 😀,:p || =) || 😀 || 🌈 || 😀,5,1,"[0, 1, 1, 1, ""IGNOR""]","[0, 1, 1, 1, ""IGNOR""]",,,,,7777,[19],🌈,🌈^7,🌈,EMOIMG,"[""positive"", 0.27]",72,"[0, 19]","[0, 17]",🌈,7,0,,,,,,,liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
you || -),you || -),2,1,"[0, 1]","[0, 1]",,,,,2222,[5],-),-)^4,-),EMOASC,"[""neutral"", 0.0]",13,"[0, 4]","[0, 4]",),4,1,,,,,,,,,glad,"[""NN"", null, ""glad""]",to,"[""TO"", null, ""to""]",se,"[""VB"", null, ""se""]",you,"[""PRP"", null, ""you""]"
😀 || 🌈 || 😀 || 🌈,😀 || 🌈 || 😀 || 🌈,4,1,"[2, 2, ""IGNOR"", ""IGNOR""]","[2, 2, ""IGNOR"", ""IGNOR""]",,,,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
😀 || 🌈 || 😀 || 🌈,😀 || 🌈 || 😀 || 🌈,4,1,"[2, 2, ""IGNOR"", ""IGNOR""]","[2, 2, ""IGNOR"", ""IGNOR""]",,,,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
😀 || 🌈 || 😀 || 🌈,😀 || 🌈 || 😀 || 🌈,4,1,"[2, 2, ""IGNOR"", ""IGNOR""]","[2, 2, ""IGNOR"", ""IGNOR""]",,,,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
😀 || 🌈 || 😀 || 🌈,😀 || 🌈 || 😀 || 🌈,4,1,"[2, 2, ""IGNOR"", ""IGNOR""]","[2, 2, ""IGNOR"", ""IGNOR""]",,,,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",62,"[1, 11]","[1, 7]",🌈,7,0,,,,,,,but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
. || :-( || @real_trump || #shetlife || #readytogo,. || :-( || @real_trump || #shetlif || #readytogo,5,1,"[1, 1, 0, 0, 0]","[1, 1, 0, 0, 0]",,,,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
. || :-( || @real_trump || #shetlife || #readytogo,. || :-( || @real_trump || #shetlif || #readytogo,5,1,"[1, 1, 0, 0, 0]","[1, 1, 0, 0, 0]",,,,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
what || do || you,what || do || you,3,1,"[0, 0, 1]","[0, 0, 1]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
surprise || for || me || 😫,surpris || for || me || 😫,4,1,"[0, 0, 0, 1]","[0, 0, 0, 1]",,,,,7777,[19],😫,😫^4,😫,EMOIMG,"[""positive"", 0.27]",64,"[0, 7]","[0, 7]",😫,4,0,,,,,,,realy,"[""RB"", null, ""reali""]",bad,"[""JJ"", null, ""bad""]",surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
? || what || do || you || think || about,? || what || do || you || think || about,6,1,"[0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
a || bad || news,a || bad || news,3,1,"[0, 4, 0]","[0, 7, 0]","[0, 1, 0]","[0, 5, 0]",,,3333,[15],bad,bad^5,bad,JJ,"[""negative"", -0.7249999999999999]",14,"[0, 1]","[0, 1]",d,5,2,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
a || bad || news,a || bad || news,3,1,"[0, 4, 0]","[0, 7, 0]","[0, 1, 0]","[0, 5, 0]",,,3333,[15],bad,b^7a^6d,bad,JJ,"[""negative"", -0.7249999999999999]",15,"[0, 3]","[0, 1]",b,7,0,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
a || bad || news,a || bad || news,3,1,"[0, 4, 0]","[0, 7, 0]","[0, 1, 0]","[0, 5, 0]",,,3333,[15],bad,b^7a^6d,bad,JJ,"[""negative"", -0.7249999999999999]",16,"[0, 3]","[0, 1]",a,6,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
a || bad || news,a || bad || news,3,1,"[0, 4, 0]","[0, 7, 0]","[0, 1, 0]","[0, 5, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",17,"[0, 4]","[0, 1]",b,4,0,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
a || bad || news,a || bad || news,3,1,"[0, 4, 0]","[0, 7, 0]","[0, 1, 0]","[0, 5, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",18,"[0, 4]","[0, 1]",a,4,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
a || bad || news,a || bad || news,3,1,"[0, 4, 0]","[0, 7, 0]","[0, 1, 0]","[0, 5, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",19,"[0, 4]","[0, 1]",d,5,2,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
a || bad || news,a || bad || news,3,1,"[0, 4, 0]","[0, 7, 0]","[0, 1, 0]","[0, 5, 0]",,,3333,[15],bad,ba^7d,bad,JJ,"[""negative"", -0.7249999999999999]",20,"[0, 5]","[0, 1]",a,7,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
very || pity || for,veri || piti || for,3,1,"[2, 2, 0]","[4, 4, 0]","[1, 1, 0]","[3, 4, 0]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",1,"[1, 4]","[1, 4]",r,4,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity || for,veri || piti || for,3,1,"[2, 2, 0]","[4, 4, 0]","[1, 1, 0]","[3, 4, 0]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",2,"[1, 4]","[1, 4]",y,5,3,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity || for,veri || piti || for,3,1,"[2, 2, 0]","[4, 4, 0]","[1, 1, 0]","[3, 4, 0]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",3,"[1, 5]","[1, 4]",v,3,0,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity || for,veri || piti || for,3,1,"[2, 2, 0]","[4, 4, 0]","[1, 1, 0]","[3, 4, 0]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",4,"[1, 5]","[1, 4]",r,8,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity || for,veri || piti || for,3,1,"[2, 2, 0]","[4, 4, 0]","[1, 1, 0]","[3, 4, 0]",,,1111,"[4, 14]",pity,pi^9ty,piti,JJ,"[""negative"", -0.1875]",5,"[1, 7]","[1, 5]",i,9,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity || for,veri || piti || for,3,1,"[2, 2, 0]","[4, 4, 0]","[1, 1, 0]","[3, 4, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",6,"[1, 10]","[1, 5]",i,3,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity || for,veri || piti || for,3,1,"[2, 2, 0]","[4, 4, 0]","[1, 1, 0]","[3, 4, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",7,"[1, 10]","[1, 5]",t,3,2,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity || for,veri || piti || for,3,1,"[2, 2, 0]","[4, 4, 0]","[1, 1, 0]","[3, 4, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",8,"[1, 10]","[1, 5]",y,3,3,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
", || but || i",", || but || i",3,1,"[0, 1, 0]","[0, 1, 0]",,,,,7777,[19],but,bu^10t,but,MD,"[""positive"", 0.27]",65,"[0, 9]","[0, 9]",u,10,1,,,,,,,surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]"
glad || to,glad || to,2,1,"[1, 0]","[1, 0]",,,,,2222,[5],glad,gla^7d,glad,NN,"[""neutral"", 0.0]",11,"[0, 0]","[0, 0]",a,7,2,,,,,,,,,,,,,,,,
big || things || .,big || thing || .,3,1,"[2, 0, 0]","[2, 0, 0]","[1, 0, 0]","[2, 0, 0]",,,4444,[13],big,bi^3g,big,NN,"[""neutral"", 0.0]",26,"[0, 15]","[0, 10]",i,3,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
big || things || .,big || thing || .,3,1,"[2, 0, 0]","[2, 0, 0]","[1, 0, 0]","[2, 0, 0]",,,4444,[13],big,bi^15g,big,NN,"[""neutral"", 0.0]",27,"[0, 16]","[0, 10]",i,15,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
"for || me || 😫 || ,","for || me || 😫 || ,",4,1,"[0, 0, 1, 0]","[0, 0, 1, 0]",,,,,7777,[19],😫,😫^4,😫,EMOIMG,"[""positive"", 0.27]",64,"[0, 7]","[0, 7]",😫,4,0,,,,,,,realy,"[""RB"", null, ""reali""]",bad,"[""JJ"", null, ""bad""]",surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
:-( || @real_trump || #shetlife || #readytogo,:-( || @real_trump || #shetlif || #readytogo,4,1,"[1, 0, 0, 0]","[1, 0, 0, 0]",,,,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
. || :-( || @real_trump || #shetlife || #readytogo || http://www.absurd.com,. || :-( || @real_trump || #shetlif || #readytogo || http://www.absurd.com,6,1,"[1, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0]",,,,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
. || :-( || @real_trump || #shetlife || #readytogo || http://www.absurd.com,. || :-( || @real_trump || #shetlif || #readytogo || http://www.absurd.com,6,1,"[1, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0]",,,,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
.,.,1,7,1,1,,,1,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
but || i || realy || liked || it,but || i || reali || like || it,5,1,"[1, 0, 2, 0, 0]","[1, 0, 4, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 3, 0, 0]",,,7777,[19],but,bu^10t,but,MD,"[""positive"", 0.27]",65,"[0, 9]","[0, 9]",u,10,1,,,,,,,surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]"
but || i || realy || liked || it,but || i || reali || like || it,5,1,"[1, 0, 2, 0, 0]","[1, 0, 4, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 3, 0, 0]",,,7777,[19],realy,real^3y,reali,RB,"[""positive"", 0.27]",66,"[0, 12]","[0, 11]",l,3,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
but || i || realy || liked || it,but || i || reali || like || it,5,1,"[1, 0, 2, 0, 0]","[1, 0, 4, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 3, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",67,"[0, 13]","[0, 11]",e,5,1,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
